country,alpha_2_code,alpha_3_code,numeric_code,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP)
India,IN,IND,356,1960,445954579,305.789257509528,36878683724.9837,1.77987784677379,45.218,2.00401234567901
India,IN,IND,356,1961,456351876,309.946690314832,39026635578.2356,1.69521293914457,45.398,2.07435972060536
India,IN,IND,356,1962,467024193,311.741194931814,41934681631.2816,3.63221497106976,45.659,2.74540043290043
India,IN,IND,356,1963,477933619,322.885634171597,48186723223.9232,2.94616135685241,45.936,4.02530602636535
India,IN,IND,356,1964,489059309,339.05731411954,56175789636.4896,13.3552611508151,46.184,3.81923698021801
India,IN,IND,356,1965,500114346,322.823221986661,59210461463.6707,9.47475859170726,44.98,3.87141491395794
India,IN,IND,356,1966,510992617,315.775985182051,45536890605.7143,10.8018483489342,45.333,3.57237064592492
India,IN,IND,356,1967,521987069,333.316893262353,49790942204,13.062202477797,45.674,3.22392372146778
India,IN,IND,356,1968,533431909,337.215800419434,52745455870.6667,3.23741242627483,47.471,3.24556858467412
India,IN,IND,356,1969,545314670,351.440004637862,58086661684,-0.584136610466168,47.857,3.14081455805893
India,IN,IND,356,1970,557501301,361.486121814205,62043816388,5.09226161997542,48.241,3.18518303985171
India,IN,IND,356,1971,569999178,359.368876291469,66960356998.0141,3.07993868406555,48.632,3.65245352356247
India,IN,IND,356,1972,582837973,349.508081707936,71072538513.1814,6.44209746158217,49.025,3.7179474612821
India,IN,IND,356,1973,596107483,352.989655975779,85101941339.1835,16.9408159791736,49.539,3.15864376713433
India,IN,IND,356,1974,609721951,349.198445100693,99161036284.4175,28.598734077509,50.244,3.20282632441289
India,IN,IND,356,1975,623524219,372.712702902942,98178114597.7304,5.74843029767441,50.812,3.53459878110716
India,IN,IND,356,1976,637451448,370.632734512365,102456488498.932,-7.63394763392873,51.388,3.4778831428908
India,IN,IND,356,1977,651685628,388.838569242116,121214526178.423,8.30747009171161,51.909,3.16277193712918
India,IN,IND,356,1978,666267760,402.054712167295,137110195145.134,2.52304875695182,52.492,3.12633170169882
India,IN,IND,356,1979,681248383,372.616302162777,153181094633.748,6.27568336762332,53.06,3.26132865787541
India,IN,IND,356,1980,696828385,388.82277907373,186762452323.637,11.3460734795094,53.611,3.13378132972583
India,IN,IND,356,1981,712869298,402.901518168094,193536164464.102,13.1125468976421,54.175,3.18624812218328
India,IN,IND,356,1982,729169466,407.585619686848,200057147722.277,7.89074279377497,54.732,3.34511766555139
India,IN,IND,356,1983,745826546,427.5276957606,217346717498.831,11.8680812986738,55.281,3.3230686597074
India,IN,IND,356,1984,762895156,433.931667099379,210959681010.072,8.31890711860039,55.816,3.41687559436328
India,IN,IND,356,1985,780242084,446.577332351989,231343824754.848,5.55642423236505,56.334,3.5690302776083
India,IN,IND,356,1986,797878993,457.565391227897,247574348946.154,8.72972072702657,56.835,4.10646868066223
India,IN,IND,356,1987,815716125,465.307224190565,277014075282.415,8.801125812518,57.315,4.2313175270108
India,IN,IND,356,1988,833729681,499.084648111364,293483983654.525,9.38347186185324,57.777,3.72867178276269
India,IN,IND,356,1989,852012673,517.420332134298,292602575946.815,7.07428002942276,58.233,3.53417972767288
India,IN,IND,356,1990,870452165,534.484099596217,316775332518.038,8.97123250273277,58.652,3.14621461029962
India,IN,IND,356,1991,888941756,528.898177048937,265995400854.861,13.8702461773683,59.055,2.90997432764267
India,IN,IND,356,1992,907574049,546.441020507589,283798978165.926,11.7878170418134,59.452,2.70483970561409
India,IN,IND,356,1993,926351297,560.798571770116,275444141432.969,6.32689048779864,59.815,2.82354224568723
India,IN,IND,356,1994,945261958,586.175457569114,323108717804.17,10.2479355556121,60.216,2.66467372708604
India,IN,IND,356,1995,964279129,618.139287922074,356252288641.836,10.2248861637546,60.596,2.57848357246069
India,IN,IND,356,1996,983281218,651.958356588248,389211880588.551,8.9771523382646,60.984,2.4727682254674
India,IN,IND,356,1997,1002335230,665.466107558295,412313850436.229,7.16425211462713,61.388,2.64773242601716
India,IN,IND,356,1998,1021434576,693.408504763524,417792779082.3,13.2308389767976,61.792,2.72731141679376
India,IN,IND,356,1999,1040500054,740.916233292402,455259488556.383,4.66982038037594,62.207,2.95719564743412
India,IN,IND,356,2000,1059633675,755.482294038015,463418960195.248,4.0094359104519,62.669,2.94892990622572
India,IN,IND,356,2001,1078970907,777.733660311185,481233322101.917,3.77929312235634,63.091,2.9244355462896
India,IN,IND,356,2002,1098313039,793.100961797723,511490036317.737,4.29715203929573,63.616,2.82686683045838
India,IN,IND,356,2003,1117415123,840.818044260752,603192892965.562,3.80585899528851,64.094,2.67777693222748
India,IN,IND,356,2004,1136264583,892.382103499511,704168745476.478,3.76725173477509,64.524,2.82875224798105
India,IN,IND,356,2005,1154638713,947.76343528821894,814482820619.963,4.24634362031933,64.996,2.91058750164482
India,IN,IND,356,2006,1172373788,1008.66713742073,932915277251.682,5.79652337561618,65.412,2.68038156022763
India,IN,IND,356,2007,1189691809,1070.13153814405,1211641639990.71,6.3728813559324,65.788,2.47824652803557
India,IN,IND,356,2008,1206734806,1087.58303554999,1191736971828.07,8.34926704907572,66.149,2.63146078124112
India,IN,IND,356,2009,1223640160,1156.88066592854,1333878515185.91,10.8823529411766,66.513,3.12938472737472
India,IN,IND,356,2010,1240613620,1238.01472672298,1657660502177.3,11.9893899204244,66.909,2.88946327164641
India,IN,IND,356,2011,1257621191,1285.28303435448,1807020595453.6,8.9117933648337,67.359,2.70448222276966
India,IN,IND,356,2012,1274487215,1337.47611074753,1806177396659.4,9.47899691419792,67.887,2.61816634758562
India,IN,IND,356,2013,1291132063,1404.54534648357,1833600950845.86,10.0178784746106,68.46,2.5488248901417
India,IN,IND,356,2014,1307246509,1490.02850757981,2015014420881.04,6.66565671867867,69.074,2.54398176462257
India,IN,IND,356,2015,1322866505,1590.17433135955,2079182865638.45,4.90697344127221,69.636,2.45745006060163
India,IN,IND,356,2016,1338636340,1701.18423762166,2268496715258.95,4.9482163406217,70.117,2.54315152114541
India,IN,IND,356,2017,1354195680,1795.91184972767,2622801076651.4,3.32817337461305,70.467,2.53151136056791
India,IN,IND,356,2018,1369003306,1891.13843543192,2673994276922.96,3.93882646691605,70.71,2.42428452604417
India,IN,IND,356,2019,1383112050,1944.31484839751,2808367623253.76,3.72950573539131,70.91,2.54862217391745
India,IN,IND,356,2020,1396387127,1813.53455273221,2635665834172.74,6.62343677628578,70.15,2.81252756182972
India,IN,IND,356,2021,1407563842,1961.96088919492,3087256242811.22,5.13140747176368,67.24,2.47144662861613
India,IN,IND,356,2022,1417173173,2089.7343826079,3348316846596.3,6.6990341407983,,2.42522711696615
Indonesia,ID,IDN,360,1960,88382881,597.147402839524,,39.5904436860068,46.452,
Indonesia,ID,IDN,360,1961,90816938,614.504129006212,,13.6919315403424,47.117,
Indonesia,ID,IDN,360,1962,93345489,608.870804059456,,131.397849462365,47.871,
Indonesia,ID,IDN,360,1963,95962527,579.01684143256,,145.910780669145,48.429,
Indonesia,ID,IDN,360,1964,98675061,582.975650853198,,108.994708994709,49.232,
Indonesia,ID,IDN,360,1965,101157868,574.817808122217,,306.763110307415,42.599,
Indonesia,ID,IDN,360,1966,103561105,577.151412180385,,1136.2541122077,48.2,
Indonesia,ID,IDN,360,1967,106260749,570.252999069009,5603578208.92112,106,51.066,
Indonesia,ID,IDN,360,1968,109138723,615.818264716785,6979263887.7665,128.843042071197,51.63,
Indonesia,ID,IDN,360,1969,112149246,640.172468675715,8230061349.69325,15.4798702151619,52.354,
Indonesia,ID,IDN,360,1970,115228394,670.136033662239,9013698630.13699,12.3994646487815,52.992,
Indonesia,ID,IDN,360,1971,118347135,698.306200382129,9163997460.39356,4.23374894488337,53.576,
Indonesia,ID,IDN,360,1972,121504145,728.029691019026,10612048192.7711,6.52174921283022,54.242,
Indonesia,ID,IDN,360,1973,124709058,766.803085644054,15681204819.2771,31.041881271113,54.85,
Indonesia,ID,IDN,360,1974,127945196,801.477546929414,24580481927.7108,40.4917904384715,55.429,2.7059208068733702
Indonesia,ID,IDN,360,1975,131213215,825.339125064684,29124819277.1084,19.1656971335589,55.968,3.49218904488827
Indonesia,ID,IDN,360,1976,134521025,862.038711369312,36227710843.3735,19.8286536956639,56.514,3.42186762528529
Indonesia,ID,IDN,360,1977,137861540,910.667288104047,44173975903.6145,11.0520897946253,57.081,3.20608920239654
Indonesia,ID,IDN,360,1978,141250964,949.878771205832,49495081085.7165,8.11258259525915,57.565,3.16319352853249
Indonesia,ID,IDN,360,1979,144693087,993.516406478547,49017751256.7578,16.2327657550178,58.153,3.02025891948266
Indonesia,ID,IDN,360,1980,148177096,1067.17202382196,69275428145.1926,18.0354301616893,58.754,2.91721769056258
Indonesia,ID,IDN,360,1981,151686337,1124.61819327682,82471348574.279,12.2659085141911,59.138,2.88462200140382
Indonesia,ID,IDN,360,1982,155228658,1123.64998833364,87198907626.5934,9.44542395353452,59.757,2.90192826971126
Indonesia,ID,IDN,360,1983,158790611,1146.72781710502,77357300691.1411,11.7997405215176,60.273,2.39812942040375
Indonesia,ID,IDN,360,1984,162331962,1198.46006400231,80790889103.3223,10.45503482319,60.728,2.28542025922011
Indonesia,ID,IDN,360,1985,165791694,1202.35339069173,81748996020.0976,4.72453615680211,61.307,2.17059935369795
Indonesia,ID,IDN,360,1986,169135273,1246.57972377239,76685219775.7392,5.822666961752,61.722,2.00976539562951
Indonesia,ID,IDN,360,1987,172421390,1283.96269158561,72266266225.258,9.27865613161588,61.973,1.72218767006142
Indonesia,ID,IDN,360,1988,175694647,1330.95344009355,80194046348.4062,8.04536715123099,62.211,1.53084105893772
Indonesia,ID,IDN,360,1989,178949174,1408.50248296509,89890113722.9717,6.41553963494971,62.696,1.38913634136564
Indonesia,ID,IDN,360,1990,182159874,1483.63803203131,100922880842.599,7.81919144730547,63.181,1.41049291967411
Indonesia,ID,IDN,360,1991,185361228,1556.80666351962,111033528397.059,9.41905827724146,63.537,1.32406418395881
Indonesia,ID,IDN,360,1992,188558416,1629.84797824665,121895296366.359,7.52351717022748,64.126,1.35687600701146
Indonesia,ID,IDN,360,1993,191737287,1706.95236458804,151992326577.915,9.67189338180118,64.598,1.22355780893698
Indonesia,ID,IDN,360,1994,194928533,1805.60388533425,172149161170.89,8.53200525418847,64.856,1.26615561718382
Indonesia,ID,IDN,360,1995,198140162,1922.35211804745,196187841493.025,9.42032321644615,65.237,1.22630986064236
Indonesia,ID,IDN,360,1996,201373791,2039.36298877492,221276437689.451,7.97328085611417,65.355,1.26439252827808
Indonesia,ID,IDN,360,1997,204628007,2101.25414945916,209439956603.811,6.22614163387588,65.733,1.49774173762735
Indonesia,ID,IDN,360,1998,207855486,1797.08392181585,90063497246.2849,58.4510444723947,65.962,1.01911684387405
Indonesia,ID,IDN,360,1999,210996910,1784.333594699,129337748220.438,20.47783111264,66.221,0.810812654015076
Indonesia,ID,IDN,360,2000,214072421,1845.22780072703,154077737575.381,3.68861915958352,66.433,0.684483763500435
Indonesia,ID,IDN,360,2001,217112437,1885.67975137695,154497031123.037,11.5001148791768,66.758,0.572792652704213
Indonesia,ID,IDN,360,2002,220115092,1943.64492790634,189806032770.414,11.9001175663778,67.134,0.700120208801041
Indonesia,ID,IDN,360,2003,223080121,2009.48978395399,225746848643.873,6.75731719362853,67.413,0.909285036773652
Indonesia,ID,IDN,360,2004,225938595,2083.8825089787,245051229791.359,6.06405988526521,65.75,0.945714621727218
Indonesia,ID,IDN,360,2005,228805144,2174.91522148966,271957843285.474,10.4531984193865,67.649,0.750789394004931
Indonesia,ID,IDN,360,2006,231797427,2264.93573330974,349037816633.008,13.1086720985296,67.914,0.65870277762871
Indonesia,ID,IDN,360,2007,234858289,2377.25499297081,414441364730.336,6.40656281325701,68.189,0.71236193115127
Indonesia,ID,IDN,360,2008,237936543,2487.61129660703,492096264956.174,10.2266645473148,68.226,0.578945804493387
Indonesia,ID,IDN,360,2009,240981299,2569.87421261278,520694548999.934,4.38641555014731,68.494,0.571133891996423
Indonesia,ID,IDN,360,2010,244016173,2695.86817007214,734988311299.241,5.13420400767928,68.679,0.617587091951932
Indonesia,ID,IDN,360,2011,247099697,2826.48044072348,868239118624.63,5.3560477898215,68.823,0.653776702606807
Indonesia,ID,IDN,360,2012,250222695,2959.5144781668,891961469643.941,4.27949999641975,68.973,0.711549473406383
Indonesia,ID,IDN,360,2013,253275918,3086.32311695224,885249528975.533,6.41251330156418,69.264,0.918769839183066
Indonesia,ID,IDN,360,2014,256229761,3203.48428702077,860946502355.486,6.39492540819922,69.533,0.777855178232831
Indonesia,ID,IDN,360,2015,259091970,3322.58167895444,832298853313.049,6.36312113115612,69.699,0.882266734481239
Indonesia,ID,IDN,360,2016,261850182,3453.04943030511,902045435884.24,3.5258051568793,69.798,0.792220213496852
Indonesia,ID,IDN,360,2017,264498852,3591.78002845926,983437956183.896,3.80879806953157,69.936,0.865191376221992
Indonesia,ID,IDN,360,2018,267066843,3741.30526682049,1011212626783.42,3.1983464156241,70.338,0.718928190476345
Indonesia,ID,IDN,360,2019,269582878,3892.42166187369,1085078650138.71,3.03058664969487,70.518,0.728563743551525
Indonesia,ID,IDN,360,2020,271857970,3780.12163441585,1029975056921.9,1.9209680056685,68.808,0.886584044874933
Indonesia,ID,IDN,360,2021,273753191,3892.96237143646,1154293251540.87,1.56012990525673,67.57,0.74178636312329
Indonesia,ID,IDN,360,2022,275501339,4073.61049423815,1282833888407.35,4.20946383402165,,0.702587599419717
"Iran, Islamic Republic of",IR,IRN,364,1960,21388806,2348.42991670867,4093075124.24898,9.82241081297867,43.957,2.29490883301967
"Iran, Islamic Republic of",IR,IRN,364,1961,21983622,2522.30873554456,4313643834.82048,3.16256439585745,44.55,2.34664218166081
"Iran, Islamic Republic of",IR,IRN,364,1962,22605050,2646.98064775031,4565302320.1937,0.721320571656337,44.269,2.30741087712102
"Iran, Islamic Republic of",IR,IRN,364,1963,23259094,2753.70849577501,4785082170.16758,0.371849607221666,45.619,2.59035696447359
"Iran, Islamic Republic of",IR,IRN,364,1964,23948624,2901.08708354495,5216962024.97138,3.81448957223043,46.196,2.88182674775756
"Iran, Islamic Republic of",IR,IRN,364,1965,24667026,3296.42302651411,5993381748.94252,2.15437483520968,46.744,3.24952490444466
"Iran, Islamic Republic of",IR,IRN,364,1966,25398700,3569.70630284714,6584086843.49863,-0.388148532154432,47.421,3.8189953679917
"Iran, Islamic Republic of",IR,IRN,364,1967,26133341,3859.75733517257,7309849490.95842,1.59761007964354,48.034,4.45799176138232
"Iran, Islamic Republic of",IR,IRN,364,1968,26875302,4293.81655611305,8293989175.57826,0.690360521996233,48.136,5.17636359090398
"Iran, Islamic Republic of",IR,IRN,364,1969,27643685,4822.20338012638,9349707047.12636,3.59319451551281,49.438,5.9690541955316
"Iran, Islamic Republic of",IR,IRN,364,1970,28449705,5197.6055126909,10523103067.1531,1.66687093970068,50.204,5.85690329096248
"Iran, Islamic Republic of",IR,IRN,364,1971,29273682,5743.41558353656,13203002005.1624,4.19529837265423,51.124,3.04701247800352
"Iran, Islamic Republic of",IR,IRN,364,1972,30111574,6393.16464574556,16621895137.9211,6.39824135128871,51.659,2.27537027764767
"Iran, Islamic Republic of",IR,IRN,364,1973,30981898,6675.96612030501,26443577156.3093,9.81948673318762,52.946,1.86470541876358
"Iran, Islamic Republic of",IR,IRN,364,1974,31895534,6860.91829605536,46045623157.1948,14.2489355382567,53.854,8.75035024750824
"Iran, Islamic Republic of",IR,IRN,364,1975,32856976,6638.43151997804,51798709663.8918,12.8791818338341,54.761,12.0691929092555
"Iran, Islamic Republic of",IR,IRN,364,1976,33841060,7622.34473391413,67585867366.6298,11.2561425062112,55.7,11.2479723346227
"Iran, Islamic Republic of",IR,IRN,364,1977,34876497,7190.91229383389,79729688496.5987,27.2877846793093,56.577,10.1898301489818
"Iran, Islamic Republic of",IR,IRN,364,1978,35993661,6073.00698451044,76845583368.4839,11.7219692041212,55.926,11.1132050910914
"Iran, Islamic Republic of",IR,IRN,364,1979,37205013,5169.02397811161,91207569320.7394,10.4872367273486,58.55,5.79724702809783
"Iran, Islamic Republic of",IR,IRN,364,1980,38520664,3914.12100575201,95239665758.7769,20.6439144373798,58.537,5.34315018542368
"Iran, Islamic Republic of",IR,IRN,364,1981,40476251,3512.80644458284,101391532103.219,24.2035897624486,56.715,8.19038082342705
"Iran, Islamic Republic of",IR,IRN,364,1982,42500030,4120.73415871,126382725397.107,18.6897259269564,57.734,7.90689063839738
"Iran, Islamic Republic of",IR,IRN,364,1983,44027986,4418.72675077252,157001302858.575,19.7401891778611,58.748,7.09708065005957
"Iran, Islamic Republic of",IR,IRN,364,1984,45628402,3959.31527275294,162696317315.736,12.5402194538868,61.22,6.354853844404
"Iran, Islamic Republic of",IR,IRN,364,1985,47266160,3893.51014602659,180268653829.936,4.38934095741541,61.893,6.51241844033205
"Iran, Islamic Republic of",IR,IRN,364,1986,48913237,3394.25475307219,209246611605.201,18.4290030211474,62.487,6.07933597523708
"Iran, Islamic Republic of",IR,IRN,364,1987,50541490,3279.25130680157,133943681912.511,28.5714285714292,62.823,5.88910778863281
"Iran, Islamic Republic of",IR,IRN,364,1988,52111868,2986.99813527919,122974037113.137,28.6706349206345,63.446,6.269777621033
"Iran, Islamic Republic of",IR,IRN,364,1989,53644736,3079.57866331249,120425532551.041,22.3496530454896,65.718,4.55798049268961
"Iran, Islamic Republic of",IR,IRN,364,1990,55793629,3363.51012019993,124760662244.786,7.62767493763934,64.367,2.94265012534759
"Iran, Islamic Republic of",IR,IRN,364,1991,57990883,3647.57111372796,,17.1285679434012,66.459,2.16970796657052
"Iran, Islamic Republic of",IR,IRN,364,1992,59372016,3680.21787616076,,25.8077226162332,66.776,1.78930544437356
"Iran, Islamic Republic of",IR,IRN,364,1993,59755430,3602.81510457786,63762182228.2282,21.2026307547761,67.139,1.70036120174971
"Iran, Islamic Republic of",IR,IRN,364,1994,59985749,3528.03069179367,71515503048.8432,31.4470284237728,67.468,2.07301000512615
"Iran, Islamic Republic of",IR,IRN,364,1995,60794809,3564.66177349948,95928399193.9424,49.655985846274604,67.785,2.15416588498039
"Iran, Islamic Republic of",IR,IRN,364,1996,61598378,3741.58135759674,119853962533.393,28.9373440168137,68.07,2.24486451064281
"Iran, Islamic Republic of",IR,IRN,364,1997,62480533,3738.56734125543,113672090948.012,17.3492257538708,68.359,2.49887472505777
"Iran, Islamic Republic of",IR,IRN,364,1998,63461421,3757.34308568728,110199295558.328,17.8661342130398,68.73,2.62907924769004
"Iran, Islamic Republic of",IR,IRN,364,1999,64474745,3772.35593718364,114121597497.603,20.0707078146866,69.297,2.40455173780106
"Iran, Islamic Republic of",IR,IRN,364,2000,65544383,3927.70922331844,109789552702.844,14.4767513188567,69.691,2.29504222152572
"Iran, Islamic Republic of",IR,IRN,364,2001,66674851,3953.47969799171,127176778522.083,11.2742471332117,69.955,2.41817929679324
"Iran, Islamic Republic of",IR,IRN,364,2002,67327117,4231.47890799956,128988619778.839,14.3359337378404,70.445,2.17457636612743
"Iran, Islamic Republic of",IR,IRN,364,2003,67954699,4554.59387294772,153832496498.366,16.4680116244792,69.823,2.4050402653569
"Iran, Islamic Republic of",IR,IRN,364,2004,69061674,4675.94080527377,189735120671.673,14.7615086970672,71.37,2.83455780463948
"Iran, Islamic Republic of",IR,IRN,364,2005,70182594,4748.03025398941,226042321378.783,13.433118008508,71.838,3.03665449804817
"Iran, Islamic Republic of",IR,IRN,364,2006,71275760,4908.95995180128,266410628180.882,10.0158982511924,72.276,3.31519380033441
"Iran, Islamic Republic of",IR,IRN,364,2007,72319418,5232.70354880714,350835696890.552,17.3410404624277,72.772,2.65398282115891
"Iran, Islamic Republic of",IR,IRN,364,2008,73318394,5174.35477136007,413692074636.929,25.4105090311987,72.624,2.68334192055637
"Iran, Islamic Republic of",IR,IRN,364,2009,74322685,5155.85724962024,416274638566.69,13.5515548281506,72.698,3.04770554917662
"Iran, Islamic Republic of",IR,IRN,364,2010,75373855,5378.7177108645,486886674335.487,10.0893629287979,73.069,2.7865480606164
"Iran, Islamic Republic of",IR,IRN,364,2011,76342971,5450.93821273398,626597892198.562,26.2933856738608,73.679,2.38163454250427
"Iran, Islamic Republic of",IR,IRN,364,2012,77324451,5180.08602726727,648244556819.742,27.2568127242908,74.186,2.68660846849974
"Iran, Islamic Republic of",IR,IRN,364,2013,78458928,5027.48471728532,495918620540.927,36.6030355191029,74.449,2.18077190909837
"Iran, Islamic Republic of",IR,IRN,364,2014,79961672,5178.90070655187,462752546062.561,16.6065532357449,74.782,2.11655706144949
"Iran, Islamic Republic of",IR,IRN,364,2015,81790841,4990.93679541655,408517212107.135,12.4846815611533,75.124,2.55709080686915
"Iran, Islamic Republic of",IR,IRN,364,2016,83306231,5332.1010318135,458482952777.226,7.24542548952979,75.6,2.79643556281004
"Iran, Islamic Republic of",IR,IRN,364,2017,84505076,5401.45593675503,487226042435.883,8.04492437660278,75.971,2.8443384495596
"Iran, Islamic Republic of",IR,IRN,364,2018,85617562,5233.28205397474,331410619457.699,18.0141183371874,76.195,2.24343449628841
"Iran, Islamic Republic of",IR,IRN,364,2019,86564202,5017.11721517534,283702103192.715,39.9073455697784,76.103,2.00613630912015
"Iran, Islamic Republic of",IR,IRN,364,2020,87290193,5141.08477649301,239332303844.648,30.5941390387295,74.832,1.9713982636962
"Iran, Islamic Republic of",IR,IRN,364,2021,87923432,5344.95802474488,358978028680.119,43.3890162681514,73.875,2.19253403937114
"Iran, Islamic Republic of",IR,IRN,364,2022,88550570,5507.53339500769,412878766372.353,43.4884641742179,,2.5858676814208
Iraq,IQ,IRQ,368,1960,7084678,,,3.47823790409599,52.618,7.05063185899568
Iraq,IQ,IRQ,368,1961,7260714,,,0.916260431846688,53.411,6.85139886867451
Iraq,IQ,IRQ,368,1962,7481832,,,1.29236216541521,54.326,6.91081661891118
Iraq,IQ,IRQ,368,1963,7735824,,,3.95495742929742,54.948,8.25088464260439
Iraq,IQ,IRQ,368,1964,7997655,,,-0.0901365196717478,55.633,7.95651389390112
Iraq,IQ,IRQ,368,1965,8270544,,,-0.45558086585781,56.616,8.87326656394453
Iraq,IQ,IRQ,368,1966,8553883,,,1.98321891712164,57.348,8.52055837563452
Iraq,IQ,IRQ,368,1967,8848502,,,3.29094988781672,58.37,8.42706237424547
Iraq,IQ,IRQ,368,1968,9156132,1280.01217236814,,2.19647598286799,58.781,9.2208540042523
Iraq,IQ,IRQ,368,1969,9476737,1276.82954382191,,5.73925366136733,59.32,11.3800847457627
Iraq,IQ,IRQ,368,1970,9811347,1289.32888263985,,4.35559526470564,60.186,11.1682261208577
Iraq,IQ,IRQ,368,1971,10154928,1312.65694963663,,3.59589041076037,60.909,10.516111033617
Iraq,IQ,IRQ,368,1972,10507315,1316.02130955305,,5.18595041325518,61.388,10.6410923728225
Iraq,IQ,IRQ,368,1973,10872139,1328.06151189341,,4.89098408992571,62.03,12.2583620265617
Iraq,IQ,IRQ,368,1974,11243146,1491.17136942718,,7.69999999976926,60.898,12.494819419775
Iraq,IQ,IRQ,368,1975,11617622,1623.35928000014,,9.51717734405536,61.464,11.6746221161496
Iraq,IQ,IRQ,368,1976,11999342,1841.66148168146,,12.8232301828134,63.715,11.1631001695606
Iraq,IQ,IRQ,368,1977,12400190,1815.98772168811,,9.16776253995512,64.228,9.81281342579567
Iraq,IQ,IRQ,368,1978,12819707,2056.17657264684,,4.61194286682018,64.401,8.11775941535523
Iraq,IQ,IRQ,368,1979,13233830,2407.5138893067,,,64.791,6.14876787611163
Iraq,IQ,IRQ,368,1980,13653369,2911.17325985521,54149000000,,61.5,5.51152466705124
Iraq,IQ,IRQ,368,1981,14067260,2804.92953604634,36486333333.3333,,59.331,10.8295344412937
Iraq,IQ,IRQ,368,1982,14467682,2820.95230524701,39966000000,,59.733,
Iraq,IQ,IRQ,368,1983,14903737,2380.4148480285,38809354838.7097,,60.061,
Iraq,IQ,IRQ,368,1984,15377032,2272.88052126977,45420645161.2903,,60.219,
Iraq,IQ,IRQ,368,1985,15753856,2250.76930541339,46129032258.0645,,60.68,
Iraq,IQ,IRQ,368,1986,16148221,2297.85385815257,45030967741.9355,,60.874,
Iraq,IQ,IRQ,368,1987,16598019,2443.61047443896,54500967741.9355,,61.176,
Iraq,IQ,IRQ,368,1988,16987346,2387.15169951427,60425161290.3226,,57.466,
Iraq,IQ,IRQ,368,1989,17442590,2252.34687408978,63560000000,,58.235,
Iraq,IQ,IRQ,368,1990,17658381,3511.16652720772,177707096774.194,,58.435,
Iraq,IQ,IRQ,368,1991,17846378,1249.06795245327,401547550.432277,180.952380952381,62.519,
Iraq,IQ,IRQ,368,1992,18385673,1607.58755236184,547518518.518518,83.615819209039,66.708,
Iraq,IQ,IRQ,368,1993,19295818,1995.72863174961,1031899964.70852,207.692307692309,66.897,
Iraq,IQ,IRQ,368,1994,20248073,1975.17890715209,3991350245.49918,448.499999999999,66.744,
Iraq,IQ,IRQ,368,1995,20948858,1949.57829739577,12890451788.0871,387.310847766638,66.464,
Iraq,IQ,IRQ,368,1996,21639332,2095.3736625834,10429801145.9387,-16.1173257510572,66.391,
Iraq,IQ,IRQ,368,1997,22330770,2461.72857620935,20493266653.826,23.0631996788727,65.837,
Iraq,IQ,IRQ,368,1998,23053488,3215.74070169179,20342220550.1716,14.7687735575528,65.486,
Iraq,IQ,IRQ,368,1999,23820734,3659.35339094835,36235417839.3708,12.5777623393436,66.182,
Iraq,IQ,IRQ,368,2000,24628858,4138.18793966255,48059388965.9424,4.97896213183735,66.817,
Iraq,IQ,IRQ,368,2001,25425663,4079.11185103866,35918504942.9525,16.3740814963262,67.034,
Iraq,IQ,IRQ,368,2002,26255343,3626.35339271637,32363890128.59,19.316694601979,67.084,
Iraq,IQ,IRQ,368,2003,27068823,2227.96915256843,21945812154.5324,33.6162105992383,65.643,
Iraq,IQ,IRQ,368,2004,27858948,3320.37891008753,36680330189.0038,26.9619068193272,65.031,1.67558936789706
Iraq,IQ,IRQ,368,2005,28698684,3277.11191008468,45427690353.2609,36.9594809201871,64.844,2.24258030532454
Iraq,IQ,IRQ,368,2006,28905607,3437.36336042533,61594655250.7121,53.230962911428,63.587,1.89757172208062
Iraq,IQ,IRQ,368,2007,28660887,3532.08054729669,85770188556.6784,-10.0674925768978,63.553,2.23992802514508
Iraq,IQ,IRQ,368,2008,29218381,3749.76577313729,135099654255.139,12.6628528269228,64.942,2.36775982414374
Iraq,IQ,IRQ,368,2009,30289040,3739.45544550806,114752590928.317,6.8736154721255,66.446,2.89914007639814
Iraq,IQ,IRQ,368,2010,31264875,3854.68835626085,140109922649.573,2.8777472527476,67.062,2.70935227972459
Iraq,IQ,IRQ,368,2011,32378061,4003.05259905817,185512264444.444,5.801455370853,67.659,2.30344021962536
Iraq,IQ,IRQ,368,2012,33864447,4360.74562424618,219061681765.084,6.08909641595043,68.023,1.89956836613945
Iraq,IQ,IRQ,368,2013,35481800,4479.47041925477,233577245128.645,1.87949800749469,68.253,3.31583096149399
Iraq,IQ,IRQ,368,2014,36746488,4333.82398987741,227112056174.957,2.23597407904679,68.914,2.9506139914123
Iraq,IQ,IRQ,368,2015,37757813,4416.94292408042,165257898273.648,1.39333028780309,69.44,5.41292532011925
Iraq,IQ,IRQ,368,2016,38697943,4903.82325769683,165042609560.068,0.556521397155511,68.988,3.56348920180649
Iraq,IQ,IRQ,368,2017,39621162,4702.40048423472,185776960050.676,0.18405889884769,70.413,3.86234425591071
Iraq,IQ,IRQ,368,2018,40590700,4710.97614870841,225613469034.031,0.367441488936849,71.514,2.83413771023678
Iraq,IQ,IRQ,368,2019,41563520,4854.38649618787,232469897800.338,-0.198965380023928,71.576,3.27892893664877
